text,label,intent,response,sub_intent
What do I need for the identity check?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
"Cancel my transfer, please.",8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
How long am I to wait before the transfer gets to my account?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
Is there a way to reset my PIN?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
I can't get the card itself to work.,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
Are bank transfers immediate?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
Can I get a new pin number at any ATM using my card?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Do I need to verify my top-up?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
i need to trace a deposit,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
Where are my funds? I topped off my car but it didn't seem to complete.,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
What do I do if my card is not working?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
What is the point of verifying a top up?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
what are the reasons why you would not be able to process a payment,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
I asked for cash but I did not receive all the funds,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
What's the process for topping up my card?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
is there a foreign currencies charge?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
For what reason did my top-up fail?,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
i entered my pin in wrong and got it frozen. how many tries do i have,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
Can you send me a new card and block my current one. I'm in Spain and my wallet was stolen.,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
I have trouble proving my identity.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
I have been charged two times for one transaction.,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
How can I verify my top-up card?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
I was charged an incorrect exchange rate for a withdrawal.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
How come my card doesn't work anymore?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
What cash machines will let me change my PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
My money didnt go through after I transferred.,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
"How long does the ""pending"" period of a transfer take?",48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
